city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
Ahmedabad,afternoon,6.4,182,8,4.6,1531.5527771080203,0.691811721093871,0.4838902037386822,0.7110166609029562,1.0,28.43096522547156,MEDIUM,synthetic
Kolkata,morning,6.0,181,25,4.4,1506.3077850180473,0.91,0.94,0.6998780187094783,2.0,36.8,HIGH,synthetic
Mumbai,afternoon,8.7,173,43,5.0,1451.326338464268,0.9033750444896749,0.0,0.0,0.0,3.9710768126968827,LOW,synthetic
Pune,evening,9.5,170,29,4.7,1504.9054819947103,0.5994165873718049,0.17737906943555987,0.602628162148233,1.0,30.75657490281975,HIGH,synthetic
Mumbai,evening,8.1,178,35,4.8,1336.4487823465302,0.02168185590846218,0.0,0.01808030581617648,6.0,4.294407187505509,LOW,synthetic
Kolkata,morning,9.2,174,40,4.4,1089.1309999498148,0.8199757168728053,0.29266994764559223,0.0,4.0,35.038990412131795,HIGH,synthetic
Ahmedabad,evening,9.5,170,38,4.5,1395.8237729702892,0.10121522328218874,0.0,0.12695118335306024,0.0,0.0,LOW,synthetic
Ahmedabad,morning,9.5,195,48,4.8,1575.615439199739,0.0,0.0,0.0,2.0,0.0,LOW,synthetic
Bangalore,afternoon,6.5,174,48,4.8,1765.211764908647,0.7013201729433869,0.13414699638763883,0.94,0.0,32.76030497988544,HIGH,synthetic
Pune,evening,6.9,175,44,5.0,1613.7299712560628,0.7474189072972264,0.5832191192178748,0.0,1.0,22.347929989364626,MEDIUM,synthetic
Bangalore,full_day,7.4,174,27,4.7,1304.7809165748452,0.07559210517298308,0.0,0.0,0.0,1.1562437961170902,LOW,synthetic
Kolkata,morning,6.0,197,16,4.8,1092.424219031468,0.91,0.927278576987996,0.744328070263401,5.0,3.6065101621741262,LOW,synthetic
Bangalore,afternoon,8.5,186,22,4.5,1204.7127590638586,0.0,0.0330011910674319,0.0,0.0,2.825293973645268,LOW,synthetic
Hyderabad,morning,7.7,193,22,4.8,1481.769832002303,0.6824879808039218,0.799668582728096,0.27372179558783116,1.0,21.995730439207467,MEDIUM,synthetic
Pune,evening,7.3,173,18,4.8,1193.751451992814,0.5902990463396269,0.8639001884813543,0.4545912415657955,2.0,29.75630381997663,MEDIUM,synthetic
Hyderabad,full_day,8.9,177,48,4.7,1579.6218714488987,0.5919188633342622,0.07603977362897685,0.94,2.0,11.810176544112089,LOW,synthetic
Delhi,evening,8.1,170,48,5.0,1382.040409791682,0.91,0.0,0.023497430636378085,0.0,23.104193612165258,MEDIUM,synthetic
Pune,full_day,7.7,170,33,4.9,1124.0451072924166,0.5167597618862994,0.7633429804185518,0.6507705287757564,1.0,19.242041593047205,LOW,synthetic
Chennai,full_day,8.8,205,27,4.6,1159.6637533976152,0.91,0.009795156945491641,0.5182331391443044,5.0,0.0,LOW,synthetic
Kolkata,morning,9.3,203,9,4.7,1385.1308009111817,0.05452465294238214,0.3157152907246953,0.23567653200665512,2.0,31.417027379333245,HIGH,synthetic
Delhi,full_day,8.7,189,19,4.9,1642.3365159474195,0.07909696524870033,0.0,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,full_day,6.6,190,18,5.0,1277.1501027453473,0.0,0.09639723486730666,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,full_day,7.0,193,48,4.7,1073.9745816072657,0.11672765949480472,0.053266099968841046,0.0,0.0,0.0,LOW,synthetic
Delhi,morning,7.8,194,30,4.7,1369.198572713487,0.91,0.0,0.5209544390361208,3.0,0.0,LOW,synthetic
Hyderabad,full_day,6.5,202,43,5.0,1245.7174924525802,0.013958394422776329,0.9306904644796993,0.04314268715005022,1.0,5.533041511044587,LOW,synthetic
Kolkata,evening,6.0,170,40,4.8,1095.6650131413762,0.01194160188961552,0.0,0.0,0.0,0.0,LOW,synthetic
Bangalore,morning,8.9,190,28,4.6,1739.6754631152262,0.7764590722819267,0.24427236389404622,0.94,2.0,14.003921410824484,LOW,synthetic
Kolkata,full_day,7.3,187,8,4.7,1220.4775129019417,0.9065041063652675,0.8409839215861049,0.94,1.0,27.075025114068797,MEDIUM,synthetic
Mumbai,afternoon,7.4,173,17,4.4,1371.9214246950103,0.0,0.38802660948079926,0.0,0.0,0.0,LOW,synthetic
Delhi,afternoon,6.7,182,48,4.7,1671.1227009504728,0.23799959289901657,0.0,0.35609473933449864,0.0,1.7004269141956447,LOW,synthetic
Pune,morning,6.4,183,35,5.0,1613.279220786191,0.7975286021261209,0.2306317036355705,0.6163277710957404,1.0,22.194510599634683,MEDIUM,synthetic
Bangalore,morning,6.6,185,23,4.8,1038.0,0.5694393257324164,0.7544487037422621,0.94,2.0,27.18003914534064,MEDIUM,synthetic
Chennai,morning,6.0,205,23,4.8,1127.0226889856315,0.91,0.621366452787831,0.4116285071673465,2.0,26.02529314280943,MEDIUM,synthetic
Ahmedabad,afternoon,9.5,179,43,5.0,1757.3653376980137,0.8370294040655006,0.6019025359870211,0.94,0.0,27.97641383022591,MEDIUM,synthetic
Kolkata,afternoon,9.2,178,13,4.8,1342.8243307273167,0.47762878098639,0.94,0.7469594284291019,1.0,36.8,HIGH,synthetic
Pune,afternoon,8.2,188,17,5.0,1371.6240886852872,0.8894128769192275,0.08575866208686003,0.9035455497574997,0.0,0.0,LOW,synthetic
Chennai,full_day,9.1,202,48,4.8,1351.3131548013273,0.011102026315263617,0.0,0.0,0.0,0.0,LOW,synthetic
Pune,full_day,7.9,170,20,4.8,1343.742914675788,0.03467683187450089,0.08127197066381688,0.0,0.0,0.0,LOW,synthetic
Pune,afternoon,8.4,186,19,4.8,1641.7551576373612,0.6178001068743225,0.3203123427654155,0.7805996899308333,1.0,36.8,HIGH,synthetic
Hyderabad,evening,6.0,186,33,4.9,1490.0021988369144,0.7620025958250027,0.0,0.0,5.0,16.280858633604694,LOW,synthetic
Ahmedabad,morning,7.8,170,25,4.9,1046.1085983268085,0.0,0.03638414524705533,0.3763824850387676,0.0,0.0,LOW,synthetic
Pune,morning,9.1,189,28,4.7,1038.0,0.02293159000349735,0.0810082235442992,0.04043414426915981,0.0,4.4112491925340125,LOW,synthetic
Mumbai,evening,6.0,181,42,4.4,1404.8562617564464,0.91,0.86327824796643,0.9129725506949145,0.0,35.51358894836906,HIGH,synthetic
Kolkata,evening,8.6,196,29,4.9,1341.9142440643375,0.6652764225436302,0.10204433279484265,0.6567760380282434,1.0,36.8,HIGH,synthetic
Hyderabad,full_day,8.3,172,8,4.5,1471.0074189655998,0.6714829237833878,0.5149561295723992,0.0,1.0,36.8,HIGH,synthetic
Pune,afternoon,6.8,177,44,4.5,1673.8598089885152,0.91,0.94,0.7064358331368357,1.0,26.681945080295495,MEDIUM,synthetic
Chennai,morning,6.0,187,39,4.6,1038.0,0.8537016080919222,0.4426027989914328,0.94,2.0,20.528946981664497,MEDIUM,synthetic
Kolkata,evening,6.4,170,21,4.6,1599.1688376009597,0.14535013246180656,0.04042882182182082,0.012217765866822668,0.0,5.460523776305816,LOW,synthetic
Bangalore,morning,6.6,186,35,4.7,1038.0,0.6673452371594306,0.0,0.6740655873295757,6.0,33.74311644416625,HIGH,synthetic
Hyderabad,afternoon,8.1,170,48,5.0,1038.0,0.5272692971285601,0.02743089770200347,0.7701444187396527,7.0,34.14173037065527,HIGH,synthetic
Hyderabad,full_day,7.8,170,19,4.7,1038.0,0.8838597149591403,0.5904454850703853,0.94,2.0,29.520995380038364,MEDIUM,synthetic
Bangalore,evening,6.0,179,10,5.0,1089.4354694042768,0.014506040011856099,0.6969989621837737,0.25684755047552377,0.0,36.8,HIGH,synthetic
Delhi,afternoon,7.8,205,48,4.5,1414.4984028799602,0.8381390049255673,0.5895813511001529,0.14328356923330038,3.0,27.991893088928013,MEDIUM,synthetic
Bangalore,full_day,6.6,186,35,4.7,1726.50324799348,0.12173571201620148,0.0,0.0,0.0,4.553589139464126,LOW,synthetic
Hyderabad,morning,6.7,183,17,5.0,1393.1260452540591,0.0,0.6294627958722888,0.2832638422942618,0.0,10.794263019929122,LOW,synthetic
Kolkata,afternoon,8.5,170,22,4.4,1132.0530421912651,0.7482086873386449,0.4037680919223415,0.938162618225051,3.0,36.12218382996105,HIGH,synthetic
Ahmedabad,afternoon,8.9,193,24,4.7,1038.0,0.80880759286335,0.12043591783735036,0.11238945605480379,0.0,26.179104324815825,MEDIUM,synthetic
Delhi,evening,7.7,178,48,4.8,1510.9049119097374,0.013611286515609989,0.2553417003229886,0.36613070808499415,1.0,16.589908075968232,LOW,synthetic
Ahmedabad,evening,7.4,202,28,4.8,1205.013298113081,0.8493212091931055,0.001518274694187125,0.3945338442300906,4.0,22.328166416692557,MEDIUM,synthetic
Delhi,full_day,7.5,170,30,4.4,1817.34712119537,0.8407772320653191,0.004779844498604774,0.0,0.0,0.045115440907645854,LOW,synthetic
Hyderabad,evening,8.4,170,16,4.9,1830.0658986845067,0.11030127280821386,0.04760780827949101,0.0,0.0,0.0,LOW,synthetic
Ahmedabad,evening,7.5,180,28,4.5,1119.1692758693341,0.10744509762832194,0.7620546145819375,0.37812466233322073,3.0,0.0,LOW,synthetic
Chennai,afternoon,9.3,194,15,4.8,1658.3479146314496,0.7750944197903927,0.5957784753560218,0.7374740281298192,1.0,36.8,HIGH,synthetic
Bangalore,evening,7.8,170,42,4.8,1477.6602473475184,0.45210058437399286,0.94,0.69307393578541,1.0,0.0,LOW,synthetic
Chennai,morning,7.2,196,34,4.7,1202.124384553262,0.91,0.8527651303932707,0.23887154085971823,1.0,28.875246274968312,MEDIUM,synthetic
Mumbai,evening,6.0,177,9,5.0,1334.1055471114075,0.5669787164569907,0.5722631165665848,0.46236546589946537,2.0,20.881959673984408,MEDIUM,synthetic
Pune,morning,8.7,170,11,4.9,1750.845496376768,0.5624145127978372,0.08277916556680603,0.94,2.0,1.4589078473667632,LOW,synthetic
Pune,afternoon,7.4,204,12,4.8,1038.0,0.5622832985666709,0.94,0.4437561418772491,2.0,23.070926984112404,MEDIUM,synthetic
Kolkata,evening,8.1,205,12,4.7,1038.0,0.91,0.024535532202601747,0.43062698713735104,0.0,36.8,HIGH,synthetic
Hyderabad,afternoon,7.0,177,32,4.5,1886.0,0.48753041639055406,0.94,0.25958544933363725,1.0,15.555604792187864,LOW,synthetic
Pune,evening,6.0,198,32,4.6,1531.2593044768573,0.03174832501783753,0.5099484951782536,0.0,0.0,2.8145026367323767,LOW,synthetic
Pune,afternoon,8.7,187,18,4.4,1038.0,0.0,0.0,0.14008284704633578,1.0,36.8,HIGH,synthetic
Hyderabad,morning,6.3,170,8,4.9,1042.9142768552485,0.9044352267047966,0.9151841943713998,0.3686227171711818,2.0,36.8,HIGH,synthetic
Bangalore,evening,6.2,170,16,4.6,1260.2450409850571,0.7797243606544704,0.6495407206414996,0.4994122919192362,7.0,23.092043125327056,MEDIUM,synthetic
Chennai,evening,7.3,170,26,4.8,1272.9654901606991,0.49472203064337233,0.6824794756039234,0.46102652229409946,3.0,14.516559975160108,LOW,synthetic
Mumbai,afternoon,8.0,173,48,4.6,1527.982743936744,0.025139023031624862,0.0,0.0,0.0,5.600470260312278,LOW,synthetic
Mumbai,full_day,9.3,170,48,5.0,1778.4697346153325,0.0,0.0,0.06299555692404608,0.0,1.7780440112837266,LOW,synthetic
Kolkata,full_day,7.1,188,45,5.0,1651.8283445926631,0.25213513129942267,0.0,0.0,3.0,0.0,LOW,synthetic
Ahmedabad,morning,7.7,195,48,4.4,1741.2050269397598,0.0,0.0620172293944374,0.07819467245787254,7.0,4.434565729696828,LOW,synthetic
Kolkata,afternoon,8.4,179,48,4.8,1260.4279880099725,0.09366599286380033,0.04330975666294168,0.0857068071497889,0.0,0.12978515503211413,LOW,synthetic
Ahmedabad,afternoon,8.9,170,48,4.8,1578.6440613195687,0.5976804456363103,0.24423930099202434,0.6954948419983655,5.0,23.150592593908645,MEDIUM,synthetic
Pune,full_day,8.1,180,43,4.7,1700.9506839164242,0.03934517495181518,0.0,0.024427605743891096,0.0,0.0,LOW,synthetic
Hyderabad,afternoon,8.3,174,8,4.8,1679.8373713377437,0.7124104805699923,0.3879273630397477,0.20792647970175343,1.0,24.961851520792074,MEDIUM,synthetic
Delhi,morning,9.2,170,45,4.9,1358.5174364530292,0.0,0.0,0.050811654205558894,0.0,0.0,LOW,synthetic
Hyderabad,full_day,6.8,192,24,5.0,1454.8884751163941,0.91,0.9000442719946996,0.5944701164758911,7.0,14.272393181126999,LOW,synthetic
Bangalore,full_day,7.2,179,45,4.5,1756.8555026417248,0.8387147803487555,0.100476354822287,0.5586753667690729,2.0,29.799990891015923,MEDIUM,synthetic
Chennai,evening,6.0,194,42,4.6,1644.0452508383148,0.4318249515162435,0.94,0.40877186185803105,0.0,23.18775420678917,MEDIUM,synthetic
Bangalore,afternoon,7.3,170,37,4.8,1528.505732526325,0.048923423913398253,0.8608311505819206,0.06864297374398802,0.0,23.852883559278496,MEDIUM,synthetic
Delhi,morning,8.3,172,21,4.7,1343.5158957205158,0.0074674227257360785,0.0,0.7043488539772875,0.0,0.0,LOW,synthetic
Bangalore,afternoon,6.0,182,30,5.0,1562.8348636122223,0.7639310249110978,0.6723872869748179,0.0,1.0,33.56776961840952,HIGH,synthetic
Hyderabad,afternoon,6.9,170,10,4.8,1261.4212038779203,0.6386545916246934,0.5765644596311603,0.4510664932733776,1.0,27.56921665093793,MEDIUM,synthetic
Kolkata,full_day,7.3,183,22,4.5,1814.358468330027,0.10589889850423166,0.04662661780800814,0.0,0.0,1.8925794725864422,LOW,synthetic
Ahmedabad,full_day,6.0,189,10,4.9,1409.1606491148243,0.91,0.31301117642720455,0.39255259420984406,3.0,18.655030540267447,LOW,synthetic
Pune,full_day,9.1,187,31,4.5,1735.741427539375,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Chennai,evening,8.2,175,44,4.8,1178.870120672725,0.07974307611665597,0.0,0.0,0.0,0.0,LOW,synthetic
Chennai,morning,9.5,175,27,4.7,1188.0153313109574,0.8634818624886353,0.44404979170227,0.94,0.0,30.447844128437445,HIGH,synthetic
Mumbai,morning,6.8,185,8,4.4,1192.7673866184007,0.91,0.7178463680219943,0.21406021975613299,1.0,13.923927434456271,LOW,synthetic
Bangalore,evening,7.2,170,8,4.8,1038.0,0.8530584157808484,0.09612925270721819,0.6419676933360142,0.0,28.87161099684806,MEDIUM,synthetic
Pune,afternoon,7.2,170,48,4.9,1426.8430904044449,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Mumbai,morning,6.2,174,34,4.6,1038.0,0.0,0.0,0.057251526141310106,6.0,4.2559926007394875,LOW,synthetic
Hyderabad,full_day,9.5,171,42,4.8,1756.2559537429836,0.07858630699626257,0.05753620085643229,0.08563901120000643,0.0,2.70840121438066,LOW,synthetic
Bangalore,morning,9.0,186,48,4.5,1655.7707972567077,0.12019244041316995,0.04454921725808952,0.09593293611591601,0.0,2.90034181732797,LOW,synthetic
Pune,morning,6.9,189,48,4.5,1105.8590798867456,0.7781529732431729,0.12551288016315718,0.4767804562091452,1.0,27.07076050517207,MEDIUM,synthetic
Hyderabad,afternoon,6.5,178,40,4.7,1591.8481484642912,0.7352999679468447,0.94,0.05162394749246457,2.0,25.849184246437186,MEDIUM,synthetic
Bangalore,afternoon,6.9,182,32,4.7,1447.9015587199958,0.7156669611289201,0.8271304309239857,0.35632632413025456,6.0,31.508268642034388,HIGH,synthetic
Pune,evening,8.7,179,15,4.7,1556.2516230761903,0.9066582851912742,0.24488789582551684,0.18727862083036195,0.0,19.77823757243635,LOW,synthetic
Kolkata,evening,7.5,172,22,4.8,1452.0631196275708,0.897359193005284,0.18877745679510144,0.19702141331433043,7.0,22.72780747012399,MEDIUM,synthetic
Kolkata,evening,6.0,178,40,4.7,1337.1891928292196,0.8272406556000527,0.94,0.6118951735053446,6.0,24.24105271933129,MEDIUM,synthetic
Chennai,evening,6.5,187,37,4.8,1287.044580547664,0.33278822701426836,0.94,0.0,0.0,0.7727661583184574,LOW,synthetic
Ahmedabad,full_day,7.9,205,30,4.7,1101.4848632670294,0.0,0.8292812323599921,0.6396005876839641,4.0,27.284066537437724,MEDIUM,synthetic
Bangalore,evening,8.8,170,34,4.6,1814.8998014794163,0.39165899512410635,0.6030526024757574,0.5837598336558171,1.0,16.44359298092337,LOW,synthetic
Hyderabad,afternoon,6.7,183,12,4.8,1664.649358909125,0.6462363074626256,0.94,0.24447712214945683,1.0,36.8,HIGH,synthetic
Kolkata,morning,8.4,173,24,4.6,1235.139711703841,0.8770798564274738,0.9248786490871044,0.6384539767555519,2.0,16.584446075980658,LOW,synthetic
Delhi,morning,8.5,203,41,4.9,1068.7525375390749,0.7511562822358812,0.2678238118610249,0.8306860211235066,1.0,32.58089336699027,HIGH,synthetic
Kolkata,afternoon,6.9,181,8,4.4,1165.811030382077,0.47642141416041806,0.94,0.11432748408119886,0.0,36.8,HIGH,synthetic
Delhi,evening,7.0,170,35,5.0,1192.2414498331761,0.2309153253094513,0.26293700717022267,0.11379679327085157,2.0,28.919994956828194,MEDIUM,synthetic
Mumbai,afternoon,9.1,170,46,4.7,1694.5352056904273,0.7980653966608993,0.0,0.1346683982105405,0.0,36.8,HIGH,synthetic
Bangalore,morning,8.4,205,43,5.0,1471.9606102117577,0.12253047423832596,0.0,0.38638358946761436,0.0,28.92752845263969,MEDIUM,synthetic
Kolkata,morning,7.1,170,21,4.9,1683.3791324775966,0.8847940931292178,0.5107989122780459,0.7870101371339405,2.0,18.528339235031385,LOW,synthetic
Chennai,full_day,6.0,195,36,4.6,1886.0,0.91,0.7070286454735869,0.36246274772025455,3.0,16.484383098305223,LOW,synthetic
Ahmedabad,evening,8.3,181,28,4.6,1429.3833048181557,0.7674755156186465,0.94,0.654389958264458,5.0,29.175853632909117,MEDIUM,synthetic
Delhi,evening,6.0,170,48,4.9,1144.0567286760236,0.6631840311478552,0.5092748722283004,0.8143228380569685,7.0,14.706786594344097,LOW,synthetic
Bangalore,afternoon,8.9,171,19,5.0,1163.121070943692,0.6014062330582248,0.6737365319486168,0.6874522857440736,1.0,23.778690725681756,MEDIUM,synthetic
Delhi,morning,7.4,185,48,4.8,1073.2925541251975,0.91,0.6357190479707651,0.8292649591640153,1.0,12.089949173915391,LOW,synthetic
Pune,full_day,6.0,179,23,4.6,1601.2624709777465,0.08878218075141749,0.1144221063458844,0.0,0.0,1.2648439912953051,LOW,synthetic
Bangalore,full_day,8.2,183,44,4.4,1108.199270751283,0.0,0.007405316075408442,0.024000164589833107,0.0,0.0,LOW,synthetic
Ahmedabad,morning,6.8,170,48,5.0,1572.6263610808114,0.023400692891110447,0.03362480887362139,0.002952726230443457,0.0,0.991054066061857,LOW,synthetic
Hyderabad,afternoon,8.0,180,41,4.6,1180.8302537973668,0.91,0.6433092789504741,0.3648420266689697,3.0,20.081493723268537,MEDIUM,synthetic
Bangalore,full_day,8.7,184,48,4.6,1614.1073874784513,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Delhi,evening,6.6,170,30,4.8,1710.6813364412196,0.6589957435964129,0.45329816667061473,0.3868299653200825,1.0,30.531985714830046,HIGH,synthetic
Kolkata,evening,6.6,182,42,4.7,1382.7948243148323,0.08923585689753305,0.0751820523682,0.0,7.0,33.07142714963999,HIGH,synthetic
Hyderabad,evening,9.5,180,48,4.8,1798.6063863491554,0.6402299735439905,0.7368473512707611,0.19185889674036705,1.0,35.50701976957904,HIGH,synthetic
Delhi,afternoon,6.8,177,23,4.6,1511.0538679757112,0.5110933303717873,0.8985039987913712,0.94,2.0,17.360298850766043,LOW,synthetic
Ahmedabad,afternoon,8.5,188,13,4.6,1459.0636324019852,0.91,0.47658922985042484,0.8395694762492959,0.0,29.250410856414835,MEDIUM,synthetic
Bangalore,morning,8.8,182,38,4.6,1290.7808413186417,0.0,0.0,0.10604356578100312,0.0,0.0,LOW,synthetic
Delhi,morning,6.8,170,48,5.0,1177.358366220653,0.140056885618492,0.06248248039088503,0.10925502962233292,0.0,2.3570438161401794,LOW,synthetic
Bangalore,evening,7.4,187,48,4.7,1322.1097153801547,0.0,0.0,0.0,2.0,22.259646642891255,MEDIUM,synthetic
Delhi,afternoon,6.0,187,24,5.0,1546.6686954249685,0.91,0.28644015019885744,0.3708192776421315,2.0,12.571734519831907,LOW,synthetic
Mumbai,morning,7.3,190,18,4.8,1156.6131649904578,0.6795220088741932,0.8088694225579112,0.2884185463169433,1.0,11.615313074882277,LOW,synthetic
Kolkata,full_day,7.2,170,47,5.0,1509.2860631623155,0.791182339020263,0.6539177242025055,0.6508001017711214,0.0,28.737593714853013,MEDIUM,synthetic
Delhi,full_day,8.1,181,8,4.5,1736.9523884454782,0.29025106333321715,0.6077658606096867,0.35786972501605263,1.0,9.929269420092837,LOW,synthetic
Bangalore,afternoon,7.1,189,38,4.6,1886.0,0.7340980495685656,0.9005395034601991,0.4045880783359377,0.0,36.8,HIGH,synthetic
Hyderabad,morning,6.9,182,40,4.9,1413.2810631700866,0.7282878081137545,0.12410568286570689,0.051085337743619307,0.0,1.8418679768915966,LOW,synthetic
Ahmedabad,evening,7.7,182,12,4.7,1237.73832631245,0.48718323089641447,0.7412562401806355,0.6417741757915184,1.0,26.53831272320958,MEDIUM,synthetic
Chennai,afternoon,7.2,170,14,4.7,1038.0,0.6868909616818701,0.94,0.7704445419008099,1.0,23.98420940537211,MEDIUM,synthetic
Mumbai,full_day,6.3,170,31,4.4,1340.5693269706576,0.8121007509641206,0.0,0.0,0.0,0.0,LOW,synthetic
Kolkata,full_day,9.1,185,30,4.5,1573.3379010609765,0.0,0.024411288181581153,0.061164644922410256,0.0,4.381852832141032,LOW,synthetic
Chennai,evening,6.5,189,17,4.6,1038.0,0.6831197558622458,0.94,0.0,2.0,28.651257168036995,MEDIUM,synthetic
Delhi,morning,9.2,187,43,5.0,1149.5171020147313,0.91,0.0,0.7901324741110903,0.0,0.0,LOW,synthetic
Hyderabad,evening,6.6,192,29,4.8,1337.187132783601,0.91,0.8227759909172226,0.8208390685029179,4.0,17.297295573795488,LOW,synthetic
Ahmedabad,morning,7.3,170,18,5.0,1539.1750351908672,0.0,0.0,0.027301950437444347,6.0,2.4053423280513346,LOW,synthetic
Delhi,morning,6.8,188,23,4.5,1038.0,0.5653007629184861,0.7938579893927062,0.9074878367151746,2.0,13.900071980170061,LOW,synthetic
Pune,evening,7.0,205,19,4.8,1729.474509453601,0.8806353664674351,0.94,0.34207183738451485,1.0,22.87231554837477,MEDIUM,synthetic
Delhi,afternoon,6.6,179,8,4.6,1203.8484679816218,0.0,0.0486159176602509,0.19471461146878194,0.0,0.48329569129234407,LOW,synthetic
Hyderabad,evening,6.4,180,28,4.5,1668.7627341863802,0.019218554801471888,0.11167106494059137,0.08766515375898722,0.0,0.4508865430055988,LOW,synthetic
Hyderabad,evening,7.6,172,39,4.8,1367.8628805318203,0.832091029026268,0.3345892810603558,0.1661480285271294,1.0,24.867398792991136,MEDIUM,synthetic
Kolkata,morning,8.7,181,16,4.6,1397.897573399721,0.5456893662357929,0.8827762765215087,0.6380078606000793,6.0,17.628463345082785,LOW,synthetic
Mumbai,evening,6.0,170,45,4.8,1583.3252509468075,0.1006765793224869,0.0,0.024706381079716244,0.0,0.0,LOW,synthetic
Ahmedabad,afternoon,8.9,204,16,4.7,1337.810209702029,0.14479887228039912,0.0,0.007081088793009102,0.0,1.7944467735271903,LOW,synthetic
Kolkata,full_day,7.6,184,35,4.7,1588.8754664372386,0.10293780057129175,0.023987254744429334,0.0,0.0,3.152445505436055,LOW,synthetic
Mumbai,evening,6.8,179,33,4.7,1273.520431424798,0.6575523334873854,0.281990938212463,0.40445581682026044,1.0,29.520955354108352,MEDIUM,synthetic
Hyderabad,full_day,7.6,171,24,4.6,1303.5025101595315,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
Delhi,full_day,8.6,185,31,5.0,1231.651107262074,0.09589849652507641,0.07151986299765842,0.0,0.0,2.4152441301946097,LOW,synthetic
Pune,afternoon,6.7,205,24,4.8,1038.0,0.581462431326222,0.4784631727832379,0.21471368232111288,1.0,32.62408319282213,HIGH,synthetic
Ahmedabad,full_day,8.9,182,31,5.0,1112.4817582881599,0.5768748154118488,0.5574849135001009,0.38201091966411205,7.0,20.565104251593525,MEDIUM,synthetic
Delhi,morning,6.0,186,8,4.4,1479.8444597378434,0.38367920781584647,0.18681489065867335,0.94,2.0,10.549037078209583,LOW,synthetic
Delhi,evening,7.9,183,47,4.6,1379.9948080740896,0.027198496755629745,0.040788379999137536,0.02186497802153914,0.0,1.2089623444481614,LOW,synthetic
Hyderabad,afternoon,8.2,170,45,4.6,1886.0,0.043004068439974244,0.0,0.24859221581623486,5.0,23.47106035648297,MEDIUM,synthetic
Kolkata,afternoon,6.0,170,8,4.7,1378.3813079902889,0.7997625115940992,0.7340811622407492,0.8614002116524533,6.0,27.747965834691428,MEDIUM,synthetic
Hyderabad,afternoon,8.0,170,45,4.6,1131.5301256093892,0.0,0.54714490466017,0.5257092746099487,3.0,2.7933857922719723,LOW,synthetic
Delhi,morning,8.5,181,28,4.8,1216.7469955929837,0.6500475482769373,0.14738582115300314,0.94,1.0,27.59474103255969,MEDIUM,synthetic
Delhi,morning,7.2,170,33,4.6,1427.6963678394548,0.721581182228747,0.9371307444406441,0.8333463787870408,1.0,25.919261067402363,MEDIUM,synthetic
Pune,evening,6.4,192,37,4.7,1468.7813484250166,0.6938111483508858,0.7921713579996945,0.2151101530676084,2.0,36.31743647438727,HIGH,synthetic
Mumbai,morning,8.5,175,39,5.0,1129.039294258573,0.12965461664991745,0.009293281064947345,0.02576220120896647,0.0,4.080931582727463,LOW,synthetic
Pune,afternoon,6.8,176,42,4.7,1170.4117730565602,0.00039845901397272043,0.0,0.0,0.0,4.487273284701455,LOW,synthetic
Bangalore,afternoon,7.5,170,44,4.5,1792.7044091586258,0.7479916064901161,0.5322971598029667,0.0821148418880957,2.0,27.567623311031742,MEDIUM,synthetic
Ahmedabad,morning,7.4,180,34,4.6,1184.9196095790453,0.6159543924891216,0.94,0.41261523672253697,1.0,36.8,HIGH,synthetic
Pune,full_day,7.8,170,8,4.9,1397.681925840535,0.12527224707317008,0.059561299194110705,0.0,4.0,2.293743420546858,LOW,synthetic
Bangalore,afternoon,6.7,188,8,4.4,1290.1506034023805,0.3751857206569895,0.6147300037779722,0.1888820333635416,1.0,15.669178676484204,LOW,synthetic
Hyderabad,afternoon,6.9,170,23,4.6,1511.5735755139274,0.03725796694880043,0.09513162586008489,0.06589575119063093,0.0,0.0,LOW,synthetic
Mumbai,morning,7.0,192,23,4.8,1038.0,0.6697084209969317,0.4379258032400032,0.19894524865715046,2.0,19.355633335066166,LOW,synthetic
Chennai,full_day,8.7,184,14,4.6,1878.283056425429,0.91,0.009537540801533136,0.6153644494374484,1.0,5.325709840110733,LOW,synthetic
Chennai,full_day,7.8,194,48,4.7,1392.817743363641,0.721738253629512,0.5452973851059809,0.20035198399905552,2.0,23.00407105743246,MEDIUM,synthetic
Pune,full_day,7.6,185,45,4.9,1585.0433069754363,0.15097852072102091,0.6493936359532415,0.0252277802239546,0.0,0.0,LOW,synthetic
Kolkata,morning,6.6,189,8,4.8,1191.6615798950697,0.91,0.7550159980928727,0.5351130407817954,1.0,36.8,HIGH,synthetic
Bangalore,morning,7.6,204,15,4.6,1353.1768719546274,0.507549727332683,0.26669878792249585,0.2793369423835715,1.0,36.8,HIGH,synthetic
Pune,morning,8.1,205,10,4.6,1452.8579699010584,0.44962007142939686,0.94,0.028793421939383723,1.0,35.43999234718359,HIGH,synthetic
Pune,afternoon,6.0,198,30,5.0,1500.0775560518898,0.570491132489673,0.11497362070052361,0.0,0.0,0.0,LOW,synthetic
